socks4://200.80.227.234:4145,AR,Unknown
socks4://72.49.49.11:31034,US,Cincinnati
socks4://24.249.199.4:4145,US,Unknown
socks4://24.249.199.12:4145,US,
socks4://174.77.111.196:4145,US,
socks4://174.77.111.197:4145,US,
socks4://174.64.199.79:4145,US,Unknown
socks4://159.192.121.240:4145,TH,Unknown
socks4://72.195.34.58:4145,US,Unknown
socks4://98.170.57.231:4145,US,
socks4://45.73.0.118:5678,CA,Unknown
socks4://185.190.90.2:4145,AL,Unknown
socks4://184.181.217.210:4145,US,
socks4://184.178.172.14:4145,US,
socks4://98.188.47.132:4145,US,
socks4://72.195.114.169:4145,US,Unknown
socks4://98.188.47.150:4145,US,
socks4://184.181.217.206:4145,US,
socks4://184.178.172.3:4145,US,Choctaw
socks4://184.178.172.11:4145,US,Choctaw
socks4://184.178.172.17:4145,US,Choctaw
socks4://184.181.217.213:4145,US,
socks4://184.181.217.201:4145,US,
socks4://184.181.217.194:4145,US,
socks4://184.181.217.220:4145,US,
socks4://192.111.138.29:4145,US,
socks4://192.111.139.165:4145,US,
socks4://98.170.57.249:4145,US,
socks4://174.77.111.198:49547,US,
socks4://72.195.34.60:27391,US,Unknown
socks4://184.178.172.28:15294,US,Oklahoma City
socks4://72.195.34.41:4145,US,Unknown
socks4://184.178.172.23:4145,US,Choctaw
socks4://184.178.172.26:4145,US,Choctaw
socks4://94.72.158.129:4153,BG,Unknown
socks4://184.185.2.12:4145,US,
socks4://98.181.137.83:4145,US,Las Vegas
socks4://68.1.210.163:4145,US,San Diego
socks4://98.181.137.80:4145,US,Las Vegas
socks4://196.29.231.1:4145,GH,Unknown
socks4://185.32.4.65:4153,PL,Unknown
socks4://168.232.213.9:4153,BR,Unknown
socks4://202.40.179.18:4145,BD,Unknown
socks4://184.178.172.13:15311,US,Oklahoma City
socks4://68.1.210.189:4145,US,Unknown
socks4://46.214.153.223:5678,RO,Unknown
socks4://187.210.136.88:4153,MX,Unknown
socks4://67.206.213.202:55555,PR,Unknown
socks4://189.50.138.10:5678,BR,Unknown
socks4://124.41.213.174:5678,NP,Unknown
socks4://109.160.97.49:4145,BG,Unknown
socks4://72.195.101.99:4145,US,
socks4://72.214.108.67:4145,US,
socks4://185.130.219.12:4153,ES,Unknown
socks4://103.43.128.123:5678,ID,Unknown
socks4://103.196.7.38:4153,IN,Unknown
socks4://58.65.167.165:4145,PK,Unknown
socks4://46.47.82.16:4153,BG,Unknown
socks4://98.170.57.241:4145,US,
socks4://172.99.187.33:4145,PR,Unknown
socks4://103.97.94.22:4153,IN,Unknown
socks4://182.53.96.56:4145,TH,Unknown
socks4://181.115.74.172:5678,HN,Unknown
socks4://98.175.31.222:4145,US,Unknown
socks4://192.111.129.150:4145,CA,North York
socks4://72.205.0.93:4145,US,Unknown
socks4://192.111.134.10:4145,CA,
socks4://68.71.249.158:4145,US,
socks4://68.71.242.118:4145,US,
socks4://68.71.254.6:4145,ZZ,
socks4://142.54.235.9:4145,US,
socks4://72.37.217.3:4145,US,
socks4://68.71.240.210:4145,US,
socks4://199.187.210.54:4145,US,Los Angeles
socks4://103.70.145.139:5678,IN,Unknown
socks4://220.132.41.160:1088,TW,Unknown
socks4://142.54.232.6:4145,US,
socks4://159.148.146.65:5678,LV,Unknown
socks4://181.129.182.138:5678,CO,Unknown
socks4://91.150.189.122:60647,PL,Unknown
socks4://212.220.13.98:4153,RU,Unknown
socks4://216.68.128.121:4145,US,Cincinnati
socks4://201.234.24.89:4153,AR,Unknown
socks4://193.106.57.96:5678,UA,Unknown
socks4://72.207.109.5:4145,US,San Diego
socks4://109.68.189.22:54643,RU,Unknown
socks4://36.94.119.218:4145,ID,Unknown
socks4://184.181.178.33:4145,US,
socks4://37.52.13.164:5678,UA,Unknown
